index,aid,code,source,target,eventtext,sentence,sentence_id
1902,24026263,051,Israel ... government [ISRGOV].,the ... development.,support ... development.,"`` It is essential that Israel keep a vision of two states living side-by-side in peace ; and that as the Palestinians begin to develop the institutions of a state , that the Israel government support the development of those institutions , '' Mr. Bush said at the White House ..",7
1903,24026263,060,The official results.,Mr. Abbas.,gave.,"The official results from the election on Sunday gave Mr. Abbas 62 percent of the vote , easily outdistancing his main challenger , Dr. Mustafa Barghouti , who received just under 20 percent ..",8
1904,24026263,060,The official results.,percent.,gave.,"The official results from the election on Sunday gave Mr. Abbas 62 percent of the vote , easily outdistancing his main challenger , Dr. Mustafa Barghouti , who received just under 20 percent ..",8
1905,24026263,060,Fatah [PSE].,Mr. Arafat.,founded.,"He did not face any candidates of his stature , and had full backing of Fatah , the dominant Palestinian political movement founded by Mr. Arafat ..",10
1906,24026263,010,Mr. Amr.,Israel [ISR].,said ... referring.,"`` We may be laying the foundation for the second working democracy in the Middle East , '' Mr. Amr said , referring indirectly to Israel , which often calls itself the region 's only democracy ..",13
1907,24026263,030,Mr. Abbas.,A ... brief honeymoon.,can expect.,"Nonetheless , Mr. Abbas can expect only a brief honeymoon ..",14
1908,24026263,030,Mr. Abbas.,Mr. ... Arafat.,will.,"Mr. Abbas , who is expected to be sworn in on Wednesday , will replace Mr. Arafat , who died Nov. 11 after nearly four decades as the pre-eminent Palestinian leader ..",17
1909,24026263,040,death.,concerns.,raised concerns.,His death raised concerns that the Palestinian areas could descend into anarchy ..,18
1910,24026263,040,concerns.,death.,raised concerns.,His death raised concerns that the Palestinian areas could descend into anarchy ..,18
1911,24026263,083,cabinet <MR.> <QUREI> <THE> <CABINET> [*1*GOV].,accordance.,must resign.,"With the election over , Mr. Qurei and the cabinet must resign in accordance with Palestinian law ..",21
1912,24026263,030,Mr. Abbas.,Mr. ... Qurei.,says.,But Mr. Abbas says he will select Mr. Qurei to form a new government ..,22
1913,24026263,040,Former President Jimmy Carter [USAELI].,Mr. Abbas.,<and> ... met.,"Former President Jimmy Carter , who led an international group monitoring the elections , met Mr. Abbas on Monday and said he won `` a remarkably wonderful victory . ''.",23
1914,24026263,050,Prime Minister Ariel Sharon [ISRGOV].,Mr. Arafat.,<and> ... deal.,Prime Minister Ariel Sharon of Israel refused to deal with Mr. Arafat and accused him of encouraging violence against Israel ..,25
1915,24026263,110,Mr. Abbas.,frustration.,expressed frustration.,"When he resigned , Mr. Abbas expressed frustration with Israel , saying he received little help as he attempted to carry out reforms ..",27
1916,24026263,190,Palestinians [PSE].,terror.,are ... fighting.,"`` The Palestinians are still not fighting terror , and while his declarations in the framework of the election campaign were encouraging , he will be tested by the way he battles terror , '' Mr. Sharon told Senator John Kerry during his visit to Israel , according to a statement released by the prime minister 's office ..",30
1917,24026263,030,The ... way.,.,<*2*> ... tested by <*3*>.,"`` The Palestinians are still not fighting terror , and while his declarations in the framework of the election campaign were encouraging , he will be tested by the way he battles terror , '' Mr. Sharon told Senator John Kerry during his visit to Israel , according to a statement released by the prime minister 's office ..",30
1918,24026263,022,Mr. Abbas.,the ... groups.,hopes ... persuade.,Mr. Abbas says he will not use the Palestinian security forces against armed factions but hopes to persuade the groups to lay down their weapons ..,31
1919,24026263,122,militant ... Hamas [PSEREBHMSUAF].,Mr. Abbas ... call.,has ... rejected ... call.,"The militant group Hamas , which has carried out many of the suicide bombings against Israel , has rejected Mr. Abbas 's call for an end to attacks ..",32
1920,24026263,046,the group.,talks.,<and> ... holding talks.,"Still , the group has been holding talks with Mr. Abbas and said those contacts would continue ..",34
1921,24026263,060,Palestinian [PSE].,a ... figure.,declined ... give.,The Palestinian Central Elections Commission declined to give a figure for the percentage of eligible voters who cast ballots ..,40
1922,24026263,010,The commission.,confusion.,cited.,"The commission cited confusion over procedures on Sunday that opened up the voting to all Palestinians age 18 or older , even if they had not registered in advance ..",41
1923,23971884,010,officials.,Wednesday.,said.,"Up to 80 people were killed and at least 76 were injured in two car bombs that exploded within almost 24 hours of each other in central Baghdad and in a nearby town , officials said Wednesday ..",0
1924,23971884,183,The car bomb.,a.m..,<&WEAPON> ... exploded.,"The car bomb in Baghdad exploded at 740 a.m. on Wednesday outside the recruiting station of the Iraqi Army headquarters , killing at least 25 Iraqis , said Staff sergeant Shane Slaughter , a spokesman for the American military ..",2
1925,23971884,183,The car bomb.,Wednesday.,<&WEAPON> ... exploded.,"The car bomb in Baghdad exploded at 740 a.m. on Wednesday outside the recruiting station of the Iraqi Army headquarters , killing at least 25 Iraqis , said Staff sergeant Shane Slaughter , a spokesman for the American military ..",2
1926,23971884,171,The bombing.,place.,took.,"The bombing on Tuesday morning took place in the town of Iskandariya , 30 miles south of Baghdad ..",4
1927,23971884,180,The explosion.,police ... a ... police <STATION> [*2*COP].,ripped.,The explosion ripped through a police station where many Iraqis had lined up to apply for jobs with the police ..,5
1928,23971884,030,Both attacks.,Iraqi civilians [IRQOCCCVL].,appeared ... aimed at <IRQOCCCVL>.,"Both attacks appeared to be aimed at Iraqi civilians ready to aid occupation forces in securing the country against groups of criminals , terrorists and insurgents ..",11
1929,23971884,183,the bomb.,a ... line.,.,"In Iskandariya , the bomb exploded as a line of job applicants , mostly men , snaked out the door of the police station ..",12
1930,23971884,015,no group.,responsibility.,claimed responsibility.,"As usual , no group claimed responsibility for the bombing ..",16
1931,23971884,182,.,stones.,<and> ... hurling stones.,"They began hurling stones at a police pickup truck and rushed toward it as one officer jumped into the cab , started the engine and quickly backed the truck down the street ..",29
1932,23971884,042,General Ibrahim.,Baghdad [IRQOCC].,<and> ... hurried ... to.,General Ibrahim leaped into his squad car and hurried off to Baghdad while the men in the crowd fled across the street ..,32
1933,23971884,040,This.,description.,met.,This one certainly met that description ..,34
1934,23971884,190,other bombings.,people <MORE> <PEOPLE> [*2*PPL].,have killed.,Only two other bombings in Iraq have killed more people ..,35
1935,23971884,183,suicide bombers <SUICIDE> <BOMBERS> [*1*REB].,explosives.,<and> <&WEAPON> ... detonated.,"On Feb. 1 , two suicide bombers walked into separate offices in Erbil of the main Kurdish political parties and detonated their explosives , killing 109 people ..",36
1936,23971884,183,a ... car bomb.,the holy city.,<&WEAPON> ... exploded.,"In late August , a car bomb exploded in the holy city of Najaf in southern Iraq , killing at least 80 people , including a respected Shiite cleric ..",37
1937,23971884,183,a suicide bomber.,pounds.,<&WEAPON> ... detonated.,"There , a suicide bomber detonated 1,000 pounds of plastic explosive in a pickup truck while Iraqis were waiting in line to go to work inside the compound , killing at least 25 people ..",39
1938,23971884,171,The bombing.,place.,took.,The bombing here took place on a Shiite holiday and on the second day of an open-door police job fair ..,40
1939,23971884,171,other brothers.,the ... first steps.,were taking.,He and two other brothers were taking the first steps on that same path when they got in line at the police station on Tuesday ..,49
1940,23971884,180,the ... blast.,Neither.,<*2*> ... wounded in <*3*>.,Neither of his brothers was wounded in the blast ..,50
1941,23971884,010,Occupation officials.,Iraq [IRQOCC].,.,Occupation officials say Iraq is in desperate need of police officers as the American military tries to lower its profile on the streets ..,54
1942,23971884,190,police officers <POLICE> <OFFICERS> [*1*COP].,attacks.,have died.,"At least 300 police officers have died in attacks since last April , according to the Iraqi Interior Ministry ..",56
1943,23971884,190,police officers <POLICE> <OFFICERS> [*1*COP].,last April.,have died.,"At least 300 police officers have died in attacks since last April , according to the Iraqi Interior Ministry ..",56
1944,23971884,190,Rumors.,the ... police station.,stormed <{POLICE> <STATION}>.,"Rumors of an American missile attack spread quickly , and dozens of Iraqi men stormed the ruined police station after American soldiers left in the late afternoon ..",58
1945,23971884,190,This morning.,a bombing.,died.,"This morning , 25 died in a bombing in Baghdad ..",64
1946,23971884,190,Iraqi police officer [IRQOCCCOP].,the air.,fired.,"A1 -RRB- ; An Iraqi police officer , left , fired in the air to chase onlookers yesterday in Iskandariya , about 30 miles south of Baghdad , after a bomb blew up near a police station ..",66
1947,23971884,182,the blast.,Kadum Hamid Kanoosh.,<*1*> ... injured in <*2*>.,"Below , Kadum Hamid Kanoosh was injured in the blast while waiting in line for an application for a police job ..",67
1948,23625777,060,The case.,a ... window.,provides.,"The case , among others outlined in a racketeering indictment handed down here last December , provides a window into the tangled , violent subculture that fascinated Mr. Mueller ..",6
