v1,id_string,story_date,year,month,day,source,source_root,source_agent,source_others,target,target_root,target_agent,target_others,code,root_code,quad_class,goldstein,joined_issues,lat,lon,placename,statename,countryname,documentcountryname,ids,urls,sources,text,web_url,aid
594,3587048_v0.0.0,20010720,2001,07,20,---COP,,COP,,---CIV,,,CIV,010,01,0,0.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455b9_17,---,NYT,"The organizers said that about 50,000 had marched ; the police estimated the crowds at 30,000 .",---,23787819
595,3587049_v0.0.0,19851007,1985,10,07,---CVL,,CVL,,---CVL,,CVL,,180,18,4,-9.0,,,,,,,,5e42d9d9367baed034345566_7,---,NYT,"The intended holdup victim evidently shot at his attackers , but missed and wounded the four youths .",---,22709434
596,3587050_v0.0.0,20051027,2005,10,27,EGYGOV,EGY,GOV,,ISRGOV,ISR,GOV,,037,03,1,5.0,,31.5,34.46667,Gaza,,PSE,,5e42d9d9367baed0343455fc_32,---,NYT,"In neighboring Egypt , President Hosni Mubarak and Israel 's defense minister , Shaul Mofaz , reached an agreement in principle that would allow the reopening of the Rafah border crossing between southern Gaza and Egypt .",---,24068845
597,3587051_v0.0.0,20011230,2001,12,30,---OPP,,OPP,,USA,USA,,,010,01,0,0.0,,25.0,45.0,Kingdom of Saudi Arabia,,SAU,,5e42d9d9367baed0343455bc_140,---,NYT,"The defector , Jamal Ahmed al-Fadl , told American officials that Mr. bin Laden had taken aim at the United States and other Western governments , broadening his initial goal of overthrowing Saudi Arabia and other `` infidel '' Middle Eastern governments .",---,23810040
598,3587052_v0.0.0,20040506,2004,05,06,IRQOCC,IRQ,,OCC,USA,USA,,,183,18,4,-10.0,"CHECKPOINT,1",33.34058,44.40088,Baghdad,Muá¸©ÄfazÌ§at BaghdÄd,IRQ,,5e42d9d9367baed0343455df_43,---,NYT,Deadly Car-Bombing in Baghdad A suicide car-bomb exploded Thursday morning in a line of vehicles at an American checkpoint on a bridge that leads to the compound that houses many of the American administrators in Iraq .,---,23971704
599,3587053_v0.0.0,20010720,2001,07,20,GBR,GBR,,,USA,USA,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
600,3587054_v0.0.0,20051027,2005,10,27,PSEREBHMS,PSE,REB,HMS,ISR,ISR,,,020,02,0,3.0,"NAMED_TERROR_GROUP,2",31.5,34.75,State of Israel,,ISR,,5e42d9d9367baed0343455fc_30,---,NYT,"Hamas 's charter calls for the destruction of Israel , and Dr. Zahar was asked if Hamas would consider changing it .",---,24068845
601,3587055_v0.0.0,19960729,1996,07,29,MEX,MEX,,,ARG,ARG,,,192,19,4,-9.5,"UNEMPLOYMENT,1",-34.0,-64.0,Argentine Republic,,ARG,,5e42d9d9367baed034345594_35,---,NYT,"But last year 's Mexican currency crisis pushed Argentina into a deep recession that increased unemployment , lowered salaries , and reduced Government spending , leaving Argentines with little recourse .",---,23505752
602,3587056_v0.0.0,20040211,2004,02,11,IRQOCC,IRQ,,OCC,IRQOCCMIL,IRQ,,OCC;MIL,183,18,4,-10.0,"TERROR,1",33.34058,44.40088,Baghdad,Muá¸©ÄfazÌ§at BaghdÄd,IRQ,,5e42d9d9367baed0343455e0_2,---,NYT,"The car bomb in Baghdad exploded at 7:40 a.m. on Wednesday outside the recruiting station of the Iraqi Army headquarters , killing at least 25 Iraqis , said Staff sergeant Shane Slaughter , a spokesman for the American military .",---,23971884
603,3587057_v0.0.0,19830512,1983,05,12,---EDU,,EDU,,---GOV,,GOV,,010,01,0,0.0,"STUDENTS,1",,,,,,,5e42d9d9367baed03434554e_19,---,NYT,"The students distributed an open letter to Education Minister Alain Savary to explain how the legislation , to be presented May 24 , would affect them .",---,22561249
604,3587058_v0.0.0,19870726,1987,07,26,CHE,CHE,,,CHE,CHE,,,138,13,3,-7.0,,33.88894,35.49442,Beirut,Beyrouth,LBN,,5e42d9d9367baed034345573_24,---,NYT,"ARABS WARN SWISS ON HIJACKER BEIRUT , Lebanon , July 25 -LRB- Reuters -RRB- - A previously unknown group threatened today to strike at Swiss interests if Switzerland handed over to France the hijacker who killed a French passenger aboard the Air Afriqe DC-10 .",---,22824014
605,3587059_v0.0.0,19810207,1981,02,07,DEUGOV,DEU,GOV,,POL,POL,,,130,13,3,-4.4,,52.0,20.0,Republic of Poland,,POL,,5e42d9d9367baed034345548_9,---,NYT,"In a joint declaration , President Valery Giscard dEstaing and Chancellor Helmut Schmidt expressed readiness to cooperate with the Administration in meeting the dangers of a deteriorating international climate and warned against intervention in Poland .",---,22444089
606,3587060_v0.0.0,20040130,2004,01,30,LBNCRM,LBN,CRM,,DEUMIL,DEU,MIL,,030,03,1,4.0,"NAMED_TERROR_GROUP,1",33.88894,35.49442,Beirut,Beyrouth,LBN,,5e42d9d9367baed0343455de_25,---,NYT,"In Beirut , 20 of the Lebanese prisoners stepped off the German military plane -- the Arabs and other three Lebanese wanted for questioning by Lebanon were kept inside -- and onto a red carpet lined with 150 Lebanese political and religious leaders , including President Emil Lahoud and Sheik Hassan Nasrallah , the general secretary of Hezbollah .",---,23968047
607,3587061_v0.0.0,19880502,1988,05,02,---GOV,,GOV,,---PPL,,,PPL,173,17,4,-5.0,,,,,,,,5e42d9d9367baed03434557f_8,---,NYT,"# 33 People Reported Detained By the end of the day , the authorities said 33 people had been detained throughout the country .",---,22925384
608,3587062_v0.0.0,19880320,1988,03,20,---REB,,REB,,---GOV,,GOV,,190,19,4,-10.0,,16.89972,-93.38389,El Divisadero,Estado de Chiapas,MEX,,5e42d9d9367baed034345580_10,---,NYT,"Earlier in the week , the rebels also blew up the mayor 's office in El Divisadero in Morazan Department .",---,22930509
609,3587063_v0.0.0,19880521,1988,05,21,---GOV,,GOV,,CHN,CHN,,,080,08,2,5.0,,24.0,121.0,Taiwan,,TWN,,5e42d9d9367baed03434557e_4,---,NYT,"It was the worst violence since 1949 , when the Nationalist Government retreated to Taiwan from China after losing to the Communists .",---,22922787
610,3587064_v0.0.0,20050712,2005,07,12,IRQOCC,IRQ,,OCC,---REB,,REB,,193,19,4,-10.0,"CHECKPOINT,1;SECURITY_SERVICES,1",33.80809,44.53343,KhÄliÅ,DiyÄlÃ¡,IRQ,,5e42d9d9367baed0343455f9_4,---,NYT,"Guerrillas firing mortars , machine guns and semiautomatic weapons stormed an Iraqi checkpoint about 5 a.m. , killing eight Iraqi soldiers , said the Khalis police chief , Col. Mahdi Saleh .",---,24053883
611,3587065_v0.0.0,20050326,2005,03,26,IRQOCC,IRQ,,OCC,---REB,,REB,,015,01,0,0.0,,33.0,44.0,Republic of Iraq,,IRQ,,5e42d9d9367baed0343455f3_26,---,NYT,"Iraqi officials have said at least 80 insurgents were killed in the raid , but American military officials have declined to give a number .",---,24037789
612,3587066_v0.0.0,20030707,2003,07,07,PSEREBHMSMUS,PSE,REB,HMS;MUS,PSEMUS,PSE,,MUS,0356,03,1,7.0,"NAMED_TERROR_GROUP,2",,,,,,,5e42d9d9367baed0343455d8_35,---,NYT,"Hamas , Islamic Jihad and the mainstream Fatah movement have agreed to a truce that was declared a week ago , and a smaller Palestinian group , the Popular Resistance Committees , signed on today .",---,23941399
613,3587067_v0.0.0,20011230,2001,12,30,---REB,,REB,,USA,USA,,,012,01,0,-0.4,,30.0,70.0,Islamic Republic of Pakistan,,PAK,,5e42d9d9367baed0343455bc_292,---,NYT,Officials feared that large-scale support for the rebels would involve the United States too deeply in a civil war and anger Pakistan .,---,23810040
614,3587068_v0.0.0,19991014,1999,10,14,---CVL,,CVL,,---GOV,,GOV,,010,01,0,0.0,,,,,,,,5e42d9d9367baed0343455a6_6,---,NYT,"`` Being downtown is a wonderful gesture of American openness , '' David M. Childs , the lead architect , said of the embassy , which cost $ 40 million to build and opens for business within the next few weeks .",---,23675439
615,3587069_v0.0.0,19870726,1987,07,26,JORGOV,JOR,GOV,,CHE,CHE,,,171,17,4,-9.2,,41.88753,-88.30535,Geneva,Illinois,USA,,5e42d9d9367baed034345573_2,---,NYT,"The hijacker , Hussein Ali Mohammed Hariri , was captured at the Geneva airport Friday after he had seized an Air Afrique jetliner , killing a French passenger and wounding a steward .",---,22824014
616,3587070_v0.0.0,20010720,2001,07,20,DEU,DEU,,,FRA,FRA,,,040,04,1,1.0,,54.75844,-2.69531,United Kingdom of Great Britain and Northern Ireland,,GBR,,5e42d9d9367baed0343455b9_14,---,NYT,"The leaders of the industrialized nations -- Britain , Canada , France , Germany , Italy , Japan and the United States -- meet on Friday .",---,23787819
617,3587071_v0.0.0,19860928,1986,09,28,---UAF,,,UAF,---CVL,,CVL,,181,18,4,-9.0,,24.9056,67.0822,Karachi,Sindh,PAK,,5e42d9d9367baed03434556f_29,---,NYT,"Also in early September , armed gunmen seized a Pan American World Airways flight in Karachi , Pakistan , and took the passengers hostage .",---,22779688
618,3587072_v0.0.0,19841014,1984,10,14,---JEW,,,JEW,---COP,,COP,,190,19,4,-10.0,"SECURITY_SERVICES,1",40.78343,-73.96625,Manhattan,New York,USA,,5e42d9d9367baed034345550_0,---,NYT,Several hundred Hasidic Jews broke through police barriers last night surrounding the Manhattan auditorium where the Prime Minister Shimon Peres of Israel was speaking to protest the bulldozing of an ancient graveyard in Israel .,---,22598172
619,3587073_v0.0.0,20050301,2005,03,01,USA,USA,,,IRQOCCCOP,IRQ,,OCC;COP,060,06,2,6.0,,33.0,44.0,Republic of Iraq,,IRQ,,5e42d9d9367baed0343455ef_25,---,NYT,"American officials have declined to provide the exact number of Iraqi security officers killed in the attacks over the past 18 months or so , but they did say the number exceeded 1,300 , not counting the attack on Monday .",---,24033916
620,3587074_v0.0.0,20021201,2002,12,01,USAGOV,USA,GOV,,ISR,ISR,,,170,17,4,-7.0,"NAMED_TERROR_GROUP,1",31.5,34.75,State of Israel,,ISR,,5e42d9d9367baed0343455c6_15,---,NYT,"The Bush administration may find it necessary to try to restrain Israel from pursuing Al Qaeda internationally , should that organization prove the culprit in Thursday 's attacks .",---,23861036
621,3587075_v0.0.0,19821026,1982,10,26,---JUD,,JUD,,---OPP,,OPP,,040,04,1,1.0,,41.50028,-99.75067,Nebraska,Nebraska,USA,,5e42d9d9367baed03434553e_17,---,NYT,"Judge Jack B. Weinstein of Federal District Court invited the demonstrators to spend last night in the lobby of the United States Courthouse , across from the park .",---,22479173
622,3587076_v0.0.0,20020221,2002,02,21,---REB,,REB,,---LEG,,,LEG,171,17,4,-9.2,,,,,,,,5e42d9d9367baed0343455c4_6,---,NYT,"The rebels then fled , taking Senator Jorge Eduardo Gechem Turbay with them .",---,23855995
623,3587077_v0.0.0,20040901,2004,09,01,---GOV,,GOV,,MEX,MEX,,,010,01,0,0.0,,23.0,-102.0,Mexico,,MEX,,5e42d9d9367baed0343455e5_26,---,NYT,"President Fox said that in his address on Wednesday he would tell Mexico that times had been hard , but there was reason to be optimistic .",---,23997028
624,3587078_v0.0.0,20021229,2002,12,29,---REB,,REB,,RUSGOV,RUS,GOV,,183,18,4,-10.0,"SUICIDE_ATTACK,1",43.25,45.83333,Chechenskaya Respublika,Chechenskaya Respublika,RUS,,5e42d9d9367baed0343455c5_0,---,NYT,"Suicide bombers driving two explosives-laden vehicles blew up the headquarters of Chechnya 's pro-Russian government , killing at least 46 people and wounding more than 75 in one of the deadliest bombings in more than three years of war in Chechnya .",---,23857690
625,3587079_v0.0.0,20051026,2005,10,26,AFG,AFG,,,---MIL,,MIL,,100,10,3,-5.0,,33.0,44.0,Republic of Iraq,,IRQ,,5e42d9d9367baed0343455fb_60,---,NYT,Iraq and Afghanistan are the first conflicts since 1973 to demand large continuous rotations of troops .,---,24068728
626,3587080_v0.0.0,20051026,2005,10,26,---CVL,,CVL,,---MIL,,MIL,,010,01,0,0.0,"IED,1",33.749,-84.38798,Atlanta,Georgia,USA,,5e42d9d9367baed0343455fb_127,---,NYT,"The eldest of four children raised by a divorced mother , he saw the military as a way out of his low-income , high-crime section of Atlanta .",---,24068728
627,3587081_v0.0.0,20040901,2004,09,01,---EDU,,EDU,,---PPL,,,PPL,040,04,1,1.0,,,,,,,,5e42d9d9367baed0343455e5_54,---,NYT,"Lorenzo Meyer , a historian , lamented in an interview that Mr. Fox will probably go down in history as the man who defeated one of the world 's longest ruling political parties , then helped it return to power .",---,23997028
628,3587082_v0.0.0,19800928,1980,09,28,---GOV,,GOV,,---AGR,,,AGR,060,06,2,6.0,,,,,,,,5e42d9d9367baed034345543_34,---,NYT,The junta 's land reforms have benefited nearly one million peasants and apparently eroded support for the left .,---,22366634
629,3587083_v0.0.0,20041102,2004,11,02,ISRSPY,ISR,SPY,,---REB,,REB,,010,01,0,0.0,"SUICIDE_ATTACK,1;SECURITY_SERVICES,1",31.5,34.75,State of Israel,,ISR,,5e42d9d9367baed0343455dc_23,---,NYT,"Earlier on Monday , before the bombing , the director of the Shin Bet security service , Avi Dichter , said at a conference that suicide bombers were the worst problem facing Israel ; while they represented fewer than 1 percent of militants attacking Israelis , they were responsible for 65 percent of the victims .",---,23964526
630,3587084_v0.0.0,20040506,2004,05,06,---MED,,MED,,MED,,,,010,01,0,0.0,,31.99289,44.92552,Ad DÄ«wÄnÄ«yah,,IRQ,,5e42d9d9367baed0343455df_10,---,NYT,"At least nine militiamen were killed in Diwaniya , a Sadr spokesman told Agence France-Presse .",---,23971704
631,3587085_v0.0.0,20050326,2005,03,26,IRQOCCCOPMIL,IRQ,,OCC;COP;MIL,---REB,,REB,,010,01,0,0.0,"SECURITY_SERVICES,1",33.34058,44.40088,Baghdad,Muá¸©ÄfazÌ§at BaghdÄd,IRQ,,5e42d9d9367baed0343455f3_20,---,NYT,"Northwest of Baghdad , Iraqi police commandos provided some new details about a raid on Tuesday on a lakeside insurgent training camp in which dozens of insurgents were reported killed .",---,24037789
632,3587086_v0.0.0,19900206,1990,02,06,---LEG,,,LEG,DDRGOV,DDR,GOV,,054,05,1,6.0,,,,,,,,5e42d9d9367baed034345586_0,---,NYT,LEAD : The East German Parliament today formalized the power sharing arrangement reached last week between Prime Minister Hans Modrow and the opposition and voted to add eight new Cabinet ministers from the opposition to the Government .,---,23025062
633,3587087_v0.0.0,20010605,2001,06,05,---GOV,,GOV,,---PPL,,,PPL,100,10,3,-5.0,,,,,,,,5e42d9d9367baed0343455bb_7,---,NYT,"As the street violence neared a boil , the government imposed a curfew , ordering people indoors from 4 p.m. today until 5 a.m. Tuesday .",---,23806861
634,3587088_v0.0.0,20040202,2004,02,02,---REB,,REB,,IRQOCCPTYMUS,IRQ,,OCC;PTY;MUS,180,18,4,-9.0,"SUICIDE_ATTACK,1",33.0,44.0,Republic of Iraq,,IRQ,,5e42d9d9367baed0343455e2_0,---,NYT,"Two suicide bombers killed at least 56 people and wounded at least 200 here on Sunday during Muslim holiday celebrations inside the separate headquarters of Iraq 's two leading Kurdish political parties , officials said .",---,23976893
635,3587089_v0.0.0,20011230,2001,12,30,SDN,SDN,,,SDN,SDN,,,020,02,0,3.0,,16.0,30.0,Republic of the Sudan,,SDN,,5e42d9d9367baed0343455bc_103,---,NYT,"Sudan obliquely hinted that it might turn Mr. bin Laden over to the United States , a former official said .",---,23810040
636,3587090_v0.0.0,20020811,2002,08,11,---GOV,,GOV,,---CVL,,CVL,,020,02,0,3.0,"ELECTION,1",,,,,,,5e42d9d9367baed0343455cb_12,---,NYT,"Mayor Jerry Brown is asking voters to approve tax increases of $ 63.5 million over five years to add 100 officers to Oakland 's force of 750 , complaining that the city 's force is smaller by far than those of most cities of Oakland 's size .",---,23878756
637,3587091_v0.0.0,19891204,1989,12,04,---GOV,,GOV,,CHNGOV,CHN,GOV,,050,05,1,3.5,"STUDENTS,1",35.0,105.0,Peopleâs Republic of China,,CHN,,5e42d9d9367baed034345585_3,---,NYT,"Their own repressive Government supported the Chinese authorities , thwarting any chance of a student show of solidarity .",---,22962052
638,3587092_v0.0.0,19860524,1986,05,24,---GOV,,GOV,,SYR,SYR,,,046,04,1,7.0,,33.5102,36.29128,Damascus,,SYR,,5e42d9d9367baed034345570_28,---,NYT,"In January , President Mitterrand 's office held talks , through intermediaries in Damascus , with the pro-Iranian groups that were then holding four French citizens hostage in Beirut .",---,22796662
639,3587093_v0.0.0,20000909,2000,09,09,---LAB,,,LAB,---LAB,,,LAB,031,03,1,5.2,"LABOR_UNIONS,1",,,,,,,5e42d9d9367baed0343455b6_23,---,NYT,"Union leaders representing 18,000 workers at Goodyear and 4,000 at Uniroyal said they hoped the Bridgestone/Firestone agreement would serve as a pattern -- and inspiration -- for them .",---,23764528
640,3587094_v0.0.0,20000916,2000,09,16,---PPL,,,PPL,---COP,,COP,,110,11,3,-2.0,"SECURITY_SERVICES,1",,,,,,,5e42d9d9367baed0343455ad_7,---,NYT,"`` This suicide cadre had been outside the main gate for some time and the people here suspected him , '' said A. R. Edirisinghe , the officer in charge at the local police station , who was interviewed at the scene of the bombing .",---,23721889
641,3587095_v0.0.0,20050311,2005,03,11,JORUAF,JOR,,UAF,IRQOCCCOPMIL,IRQ,,OCC;COP;MIL,015,01,0,0.0,"SECURITY_SERVICES,1",33.34058,44.40088,Baghdad,Muá¸©ÄfazÌ§at BaghdÄd,IRQ,,5e42d9d9367baed0343455f1_41,---,NYT,"In a statement posted on Islamist Websites , the network of the Jordanian militant Abu Musab al Zarqawi claimed responsibility for the killing of a police lieutenant colonel in Baghdad , though it was not immediately clear whom the statement referred to .",---,24035403
642,3587096_v0.0.0,19860928,1986,09,28,---UAF,,,UAF,USA,USA,,,171,17,4,-9.2,,24.9056,67.0822,Karachi,Sindh,PAK,,5e42d9d9367baed03434556f_29,---,NYT,"Also in early September , armed gunmen seized a Pan American World Airways flight in Karachi , Pakistan , and took the passengers hostage .",---,22779688
643,3587097_v0.0.0,19861228,1986,12,28,---REB,,REB,,PAK,PAK,,,010,01,0,0.0,"NAMED_TERROR_GROUP,1",35.83603,71.36554,PeshÄwur,VelÄyat-e NÅ«restÄn,AFG,,5e42d9d9367baed03434556d_9,---,NYT,"Seek to End Present System Another guerrilla chief , Sibghatullah Mujaddidi of the National Liberation Front , said at a meeting near Peshawar that the Afghan people would accept only a settlement that ended the Soviet military presence and the Communist system in Afghanistan .",---,22769770
644,3587098_v0.0.0,19831127,1983,11,27,---GOV,,GOV,,---PPL,,,PPL,020,02,0,3.0,,,,,,,,5e42d9d9367baed03434554c_2,---,NYT,Governor Kean has recommended a $ 3.3 million rental-assistance program for people who face eviction because they can not pay their rent .,---,22538818
